Timestamp(ms),Current(uA),D0-D7
22350,13176.504,00000000
22360,13114.201,00000000
22370,13045.629,00000000
22380,13062.749,00000000
22390,12984.109,00000000
22400,13638.857,00000000
22410,13186.134,00000000
22420,13037.497,00000000
22430,12935.812,00000000
22440,12948.418,00000000
22450,12918.044,00000000
22460,12944.110,00000000
22470,13148.534,00000000
22480,13242.906,00000000
22490,13203.394,00000000
22500,13295.191,00000000
22510,13671.445,00000000
22520,13426.998,00000000
22530,13238.808,00000000
22540,13160.844,00000000
22550,13099.640,00000000
22560,13165.344,00000000
22570,13152.277,00000000
22580,13284.253,00000000
22590,13213.251,00000000
22600,13335.231,00000000
22610,13357.351,00000000
22620,14226.547,00000000
22630,14114.513,00000000
22640,14073.361,00000000
22650,14025.335,00000000
22660,14046.200,00000000
22670,14015.419,00000000
22680,14017.133,00000000
22690,13971.961,00000000
22700,13999.854,00000000
22710,13983.256,00000000
22720,14538.919,00000000
22730,14179.022,00000000
22740,14059.634,00000000
22750,14010.626,00000000
22760,14011.753,00000000
22770,13964.121,00000000
22780,14143.972,00000000
22790,14238.343,00000000
22800,14287.179,00000000
22810,14260.702,00000000
22820,14883.480,00000000
22830,14523.317,00000000
22840,14381.205,00000000
22850,14294.468,00000000
22860,14325.016,00000000
22870,14276.920,00000000
22880,14286.657,00000000
22890,14286.108,00000000
22900,14300.751,00000000
22910,14270.469,00000000
22920,14683.786,00000000
22930,14404.310,00000000
22940,14130.396,00000000
22950,13973.089,00000000
22960,14011.433,00000000
22970,13915.778,00000000
22980,13861.602,00000000
22990,13888.751,00000000
23000,13871.971,00000000
23010,13828.865,00000000
23020,13868.899,00000000
23030,14147.665,00000000
23040,13920.463,00000000
23050,13854.063,00000000
23060,13855.570,00000000
23070,13795.686,00000000
23080,13493.226,00000000
23090,13395.109,00000000
23100,13400.917,00000000
23110,13353.501,00000000
23120,13399.924,00000000
23130,13668.487,00000000
23140,13419.162,00000000
23150,13339.032,00000000
23160,13279.720,00000000
23170,13307.503,00000000
23180,13272.287,00000000
23190,13269.600,00000000
23200,13311.466,00000000
23210,13224.445,00000000
23220,13252.526,00000000
23230,13273.613,00000000
23240,12948.854,00000000
23250,12842.324,00000000
23260,12895.655,00000000
23270,12841.166,00000000
23280,12891.712,00000000
23290,12898.458,00000000
23300,12896.605,00000000
23310,12798.770,00000000
23320,12956.613,00000000
23330,13519.119,00000000
23340,13177.813,00000000
23350,13094.543,00000000
23360,13148.797,00000000
23370,13186.637,00000000
23380,12823.352,00000000
23390,12757.535,00000000
23400,12695.991,00000000
23410,12735.741,00000000
23420,12817.050,00000000
23430,12847.262,00000000
23440,13260.401,00000000
23450,13060.711,00000000
23460,12948.880,00000000
23470,12995.624,00000000
23480,13049.142,00000000
23490,13078.290,00000000
23500,13121.410,00000000
23510,13136.006,00000000
23520,13148.044,00000000
23530,12937.178,00000000
23540,13462.001,00000000
23550,13036.341,00000000
23560,12924.006,00000000
23570,12820.563,00000000
23580,12770.561,00000000
23590,12714.158,00000000
23600,12658.069,00000000
23610,12626.482,00000000
23620,12640.909,00000000
23630,12588.653,00000000
23640,13160.443,00000000
23650,12881.720,00000000
23660,12680.886,00000000
23670,12522.456,00000000
23680,12473.983,00000000
23690,12285.196,00000000
23700,12234.661,00000000
23710,12136.916,00000000
23720,12148.755,00000000
23730,12018.778,00000000
23740,12032.555,00000000
23750,12312.669,00000000
23760,12114.523,00000000
23770,11984.816,00000000
23780,11928.534,00000000
23790,11868.982,00000000
23800,11864.745,00000000
23810,11774.364,00000000
23820,11821.542,00000000
23830,11761.949,00000000
23840,11577.554,00000000
23850,11991.727,00000000
23860,11650.626,00000000
23870,11515.819,00000000
23880,11369.090,00000000
23890,11205.079,00000000
23900,11233.796,00000000
23910,11318.382,00000000
23920,11262.026,00000000
23930,11224.836,00000000
23940,11189.811,00000000
23950,11383.801,00000000
23960,11707.239,00000000
23970,11414.146,00000000
23980,11258.744,00000000
23990,11142.566,00000000
24000,11112.816,00000000
24010,10960.329,00000000
24020,11046.504,00000000
24030,11086.926,00000000
24040,11057.616,00000000
24050,11048.784,00000000
24060,11425.036,00000000
24070,11265.794,00000000
24080,11217.594,00000000
24090,11134.989,00000000
24100,11104.262,00000000
24110,11042.072,00000000
24120,11157.761,00000000
24130,11104.420,00000000
24140,10892.169,00000000
24150,10755.563,00000000
24160,11389.181,00000000
24170,10985.324,00000000
24180,10939.834,00000000
24190,10761.458,00000000
24200,10859.725,00000000
24210,10915.551,00000000
24220,10879.477,00000000
24230,10845.525,00000000
24240,10940.003,00000000
24250,10862.011,00000000
24260,11196.297,00000000
24270,11152.298,00000000
24280,10830.195,00000000
24290,10541.149,00000000
24300,10443.497,00000000
24310,10425.781,00000000
24320,10391.063,00000000
24330,10377.400,00000000
24340,10417.286,00000000
24350,10282.166,00000000
24360,10470.156,00000000
24370,11134.154,00000000
24380,10731.172,00000000
24390,10512.194,00000000
24400,10377.447,00000000
24410,10432.931,00000000
24420,10467.642,00000000
24430,10455.855,00000000
24440,10791.514,00000000
24450,10865.284,00000000
24460,10918.758,00000000
24470,11432.241,00000000
24480,11294.646,00000000
24490,11108.668,00000000
24500,11160.322,00000000
24510,11028.990,00000000
24520,11020.009,00000000
24530,10944.791,00000000
24540,10787.319,00000000
24550,10759.826,00000000
24560,10652.780,00000000
24570,10592.068,00000000
24580,11114.040,00000000
24590,10830.929,00000000
24600,10934.882,00000000
24610,10939.075,00000000
24620,10909.716,00000000
24630,10907.858,00000000
24640,11020.931,00000000
24650,10979.490,00000000
24660,11033.994,00000000
24670,10944.393,00000000
24680,11373.901,00000000
24690,11377.897,00000000
24700,11220.520,00000000
24710,11056.678,00000000
24720,11101.534,00000000
24730,11079.099,00000000
24740,11074.208,00000000
24750,11345.740,00000000
24760,11453.860,00000000
24770,11381.531,00000000
24780,11456.255,00000000
24790,12139.968,00000000
24800,11771.759,00000000
24810,11585.063,00000000
24820,11558.547,00000000
24830,11608.185,00000000
24840,11632.314,00000000
24850,11647.751,00000000
24860,11671.229,00000000
24870,11617.109,00000000
24880,11627.368,00000000
24890,11869.666,00000000
24900,12291.832,00000000
24910,12340.108,00000000
